license_number,business_name,dba_name,dba_registration_city,establishment_address_1,establishment_address_2,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,county,county_lat,county_long,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,license_type,application_status,lic_status,approved_license_type,priority_applicant_type,cultivation_environment,cultivation_tier,establishment_activities,establishment_cultivation_environment,square_footage_establishment,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,CNB_DATE_OF_FINAL_LICENSURE-1,LIC_START_DATE,LIC_EXPIRATION_DATE,COMMENCE_OPERATIONS_DATE,CCCUpdateDate
IL281355,Smithers AMS LLC,,,790 Main Street,,Wareham,MA,02571,41.77054,-70.74897,Plymouth,41.978877,-70.818958,790 Main Street,,Wareham,MA,02571,POINT (-70.818958 41.978877),POINT (-70.74897 41.7705399),790 Main Street,,Wareham,MA,02571,Independent Testing Laboratory,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1625,9/30/2020,4/2/2021,7/15/2021,1/20/2022,6/9/2022,7/16/2023,2/10/2022,12/19/2022
MP281613,"SIRA NATURALS, INC.",,,5-7 INDUSTRIAL ROAD,,Milford,MA,01757,42.141608,-71.492289,Worcester,42.329642,-71.840209,300 Trade Center Drive,Suite 7700,Milford,MA,01801,POINT (-71.840209 42.329642),POINT (-71.492289 42.1416079),300 Trade Center Drive,Suite 7700,Woburn,MA,01801,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,395012,3/7/2019,4/15/2021,7/15/2021,11/10/2022,8/11/2022,9/1/2023,,12/19/2022
MC282015,"SIRA NATURALS, INC.",,,One Industrial Road,,Milford,MA,01757,42.139999,-71.494639,Worcester,42.329642,-71.840209,ONE INDUSTRIAL ROAD,,MILFORD,MA,01757,POINT (-71.840209 42.329642),POINT (-71.494639 42.1399990),300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,25000,3/2/2019,4/10/2019,6/13/2019,12/19/2019,9/15/2022,9/16/2023,1/23/2020,12/19/2022
MP281303,"SIRA NATURALS, INC.",,,13 COMMERCIAL WAY,,Milford,MA,01757,42.139843,-71.488452,Worcester,42.329642,-71.840209,300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,POINT (-71.840209 42.329642),POINT (-71.488451 42.1398429),300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,30000,4/18/2018,6/11/2018,7/23/2018,11/1/2018,10/13/2022,10/14/2023,6/5/2019,12/19/2022
MC281252,"SIRA NATURALS, INC.",,,13 COMMERCIAL WAY,,Milford,MA,01757,42.139843,-71.488452,Worcester,42.329642,-71.840209,300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,POINT (-71.840209 42.329642),POINT (-71.488451 42.1398429),300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,30000,4/17/2018,6/4/2018,6/22/2018,11/1/2018,9/15/2022,9/30/2023,6/5/2019,12/19/2022
MX281310,"SIRA NATURALS, INC.",,,13 COMMERCIAL WAY,,Milford,MA,01757,42.139843,-71.488452,Worcester,42.329642,-71.840209,300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,POINT (-71.840209 42.329642),POINT (-71.488451 42.1398429),300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,Marijuana Transporter with Other Existing ME License,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,30000,4/18/2018,6/8/2018,7/23/2018,11/1/2018,9/15/2022,9/29/2023,6/5/2019,12/19/2022
MR283946,"SIRA NATURALS, INC.",Ayr,,827-829 Boylston Street,,Boston,MA,02116,42.348987,-71.082571,Suffolk,42.334948,-71.073493,300 Trade Center Drive,Suite 7700,Woburn,MA,01801,POINT (-71.073493 42.334948),POINT (-71.082571 42.3489870),300 Trade Center Drive,Suite 7700,Woburn,MA,01801,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,5000,12/3/2020,4/15/2021,6/22/2021,5/12/2022,8/11/2022,8/13/2023,6/28/2022,12/19/2022
MR282672,"SIRA NATURALS, INC.",,,240 Elm Street,,Somerville,MA,02144,42.394971,-71.122075,Middlesex,42.459085,-71.275566,300 Trade Center Drive,Suite 7700,Woburn,MA,01801,POINT (-71.275566 42.459085),POINT (-71.122074 42.3949709),300 Trade Center Drive,SUITE 7700,WOBURN,MA,01801,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4983,5/2/2019,4/15/2021,7/15/2021,8/11/2022,8/11/2022,8/12/2023,9/27/2022,12/19/2022
MC283066,"SIRA NATURALS, INC.",,,5-7 Industrial Road,,Milford,MA,01757,42.141608,-71.492289,Worcester,42.329642,-71.840209,300 Trade Center Drive,Suite 700,Woburn,MA,01801,POINT (-71.840209 42.329642),POINT (-71.492289 42.1416079),300 Trade Center Drive,Suite 700,Woburn,MA,01801,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",,,395012,9/18/2020,4/15/2021,7/15/2021,8/11/2022,8/11/2022,8/13/2023,,12/19/2022
MR283886,"SIRA NATURALS, INC.",Ayr,,48 North Beacon Street,,Watertown,MA,02472,42.364651,-71.180512,Middlesex,42.459085,-71.275566,300 Trade Center Drive,Suite 7700,Woburn,MA,01801,POINT (-71.275566 42.459085),POINT (-71.180511 42.3646510),300 Trade Center Drive,Suite 7700,Woburn,MA,01801,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,3740,11/9/2020,4/15/2021,7/15/2021,6/9/2022,8/11/2022,8/13/2023,7/5/2022,12/19/2022
MR281978,Galil Greenery LLC,Balagan Cannabis,,235 Main St.,,Northampton,MA,01060,42.318024,-72.632715,Hampshire,42.322256,-72.62073,235 Main St.,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.632715 42.3180240),69B Day Ave,,Northampton,MA,01060,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1500,10/18/2018,2/28/2020,5/8/2020,8/12/2021,4/7/2022,5/8/2023,9/17/2021,12/19/2022
MC282540,"Good Chemistry Nurseries of Massachusetts, LLC",,,390 Hopping Brook Road,,Holliston,MA,01746,42.164889,-71.462894,Middlesex,42.459085,-71.275566,50 Congress Street,Suite 420,Boston,MA,02109,POINT (-71.275566 42.459085),POINT (-71.462894 42.1648890),1550 Larimer Street,#296,Denver,CO,80202,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,15915,12/16/2019,7/10/2020,9/10/2020,7/15/2021,8/11/2022,9/10/2023,11/30/2021,12/19/2022
MP281816,"Good Chemistry Nurseries of Massachusetts, LLC",,,390 Hopping Brook Road,,Holliston,MA,01746,42.164889,-71.462894,Middlesex,42.459085,-71.275566,50 Congress Street,Suite 420,Boston,MA,02109,POINT (-71.275566 42.459085),POINT (-71.462894 42.1648890),1550 larimer Street,#296,Denver,CO,80202,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,15915,12/16/2019,7/10/2020,9/10/2020,7/15/2021,8/11/2022,9/10/2023,11/30/2021,12/19/2022
IL281278,"MCR Labs, LLC",,,85 Speen St,,Framingham,MA,01701,42.310927,-71.386792,Middlesex,42.459085,-71.275566,85 Speen St #100,,Framingham,MA,01701,POINT (-71.275566 42.459085),POINT (-71.386792 42.310927),85 Speen St #100,,Framingham,MA,01701,Independent Testing Laboratory,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,6000,5/24/2018,8/3/2018,8/23/2018,10/18/2018,9/15/2022,9/20/2023,11/7/2018,12/19/2022
MP281550,"Mantis Management Group, LLC",EastCoasterDam Gardens,,250 Central St,,Winchendon,MA,01475,42.686632,-72.045765,Worcester,42.329642,-71.840209,2 Juniper St,,Winchendon,MA,01475,POINT (-71.840209 42.329642),POINT (-72.045765 42.6866320),3 Vermont Ave,,Saugus,MA,01906,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,8250,12/2/2018,3/19/2020,5/8/2020,,5/12/2022,5/19/2023,,12/19/2022
MC281390,"Mantis Management Group, LLC",,Saugus,250 Central St,,Winchendon,MA,01475,42.686632,-72.045765,Worcester,42.329642,-71.840209,2 Juniper St,,Winchendon,MA,01475,POINT (-71.840209 42.329642),POINT (-72.045765 42.6866320),3 Vermont Ave,,Saugus,MA,01906,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,8250,5/3/2018,3/19/2020,5/8/2020,,4/7/2022,6/9/2023,,12/19/2022
MC282303,Berkshire Kind Inc.,,Springfield,343 Pecks Road,,Pittsfield,MA,01201,42.474654,-73.2648,Berkshire,42.396128,-73.209889,33 State Street,,Springfield,MA,01103,POINT (-73.209889 42.396128),POINT (-73.264799 42.4746540),PO Box 4021,212 Fenn Street,Pittsfield,MA,01201,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,12000,7/30/2019,7/29/2020,9/10/2020,,8/11/2022,9/16/2023,,12/19/2022
MP281872,Cedar Roots LLC,,,50 East Main Street,,Ware,MA,01082,42.258992,-72.239175,Hampshire,42.322256,-72.62073,50 East Main Street,,Ware,MA,01082,POINT (-72.62073 42.322256),POINT (-72.239175 42.2589919),12 Elm Street,,Ware,MA,01082,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,60000,4/14/2020,9/2/2020,10/8/2020,,9/15/2022,10/12/2023,,12/19/2022
MC282746,Cedar Roots LLC,,,50 East Main Street,,Ware,MA,01082,42.258992,-72.239175,Hampshire,42.322256,-72.62073,50 East Main Street,,Ware,MA,01082,POINT (-72.62073 42.322256),POINT (-72.239175 42.2589919),12 Elm Street,,Ware,MA,01082,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,10000,4/14/2020,9/2/2020,10/8/2020,,9/15/2022,10/12/2023,,12/19/2022
MR282316,"Green Meadows Farm, LLC",,,64 Mill Street,1st Floor,Southbridge,MA,01550,42.083145,-72.042257,Worcester,42.329642,-71.840209,P.O. Box 2249,,Hamilton,MA,01982,POINT (-71.840209 42.329642),POINT (-72.042257 42.0831450),P. O. Box 2249,,Hamilton,MA,01982,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,5231,1/21/2019,2/28/2020,5/8/2020,1/14/2021,6/9/2022,6/10/2023,2/24/2021,12/19/2022
MP281763,"Green Meadows Farm, LLC",,,64 Mill Street,1st Floor,Southbridge,MA,01550,42.083145,-72.042257,Worcester,42.329642,-71.840209,PO Box 2249,,Hamilton,MA,01982,POINT (-71.840209 42.329642),POINT (-72.042257 42.0831450),PO Box 2249,,Hamilton,MA,01982,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1917,9/25/2019,4/15/2020,7/9/2020,4/16/2021,7/14/2022,7/16/2023,7/21/2021,12/19/2022
MC282409,"Green Meadows Farm, LLC",,,64 Mill Street,1st Floor,Southbridge,MA,01550,42.083145,-72.042257,Worcester,42.329642,-71.840209,PO Box 2249,,Hamilton,MA,01982,POINT (-71.840209 42.329642),POINT (-72.042257 42.0831450),PO Box 2249,,Hamilton,MA,01982,Marijuana Cultivator,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,26992,9/18/2019,4/15/2020,7/9/2020,4/16/2021,7/14/2022,7/16/2023,11/23/2021,12/19/2022
MR284280,"Green Meadows Farm, LLC",,,50 Whalon Street,Suite C,Fitchburg,MA,01420,42.555252,-71.785342,Worcester,42.329642,-71.840209,50 Whalon Street,Suite C,Fitchburg,MA,01420,POINT (-71.840209 42.329642),POINT (-71.785342 42.5552520),P.O. Box  829,,Southbridge,MA,01550,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,3000,6/13/2021,3/18/2022,6/9/2022,11/10/2022,8/12/2022,8/12/2023,,12/19/2022
MC281717,"LC Square, LLC.",,,173 Howland Avenue,,Adams,MA,01220,42.654906,-73.109057,Berkshire,42.396128,-73.209889,14 Fox Hill Drive,,Natick,MA,01760,POINT (-73.209889 42.396128),POINT (-73.109057 42.6549059),14 Fox Hill Drive,,Natick,MA,01760,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,37000,9/15/2018,4/19/2019,6/13/2019,,8/11/2022,9/1/2023,,12/19/2022
MR281779,Delta 420 LLC,Buds N Roses,Blackstone,199 Main Street,,Blackstone,MA,01504,42.017297,-71.542434,Worcester,42.329642,-71.840209,199 Main Street,,Blackstone,MA,01504,POINT (-71.840209 42.329642),POINT (-71.542434 42.0172969),199 Main Street,,Blackstone,MA,01504,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,1340,8/4/2018,4/15/2020,9/10/2020,2/11/2021,12/8/2022,12/10/2023,3/8/2021,12/19/2022
MP282013,"LC Square, LLC.",,,173 Howland Avenue,,Adams,MA,01220,42.654906,-73.109057,Berkshire,42.396128,-73.209889,14 Fox Hill Drive,,Natick,MA,01760,POINT (-73.209889 42.396128),POINT (-73.109057 42.6549059),14 Fox Hill Drive,,Natick,MA,01760,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,37000,1/16/2021,2/19/2021,4/16/2021,6/9/2022,8/11/2022,8/13/2023,9/29/2022,12/19/2022
MR283258,"Calverde Naturals, LLC",,,1010 Pleasant Street,,Belmont,MA,02478,42.389227,-71.188325,Middlesex,42.459085,-71.275566,1010 Pleasant Street,,Belmont,MA,02478,POINT (-71.275566 42.459085),POINT (-71.188325 42.3892269),10 Briarwood Lane,,WInchester,MA,01890,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,3860,1/30/2020,1/8/2021,2/11/2021,,3/10/2022,4/1/2023,,12/19/2022
MR283208,"Calverde Naturals, LLC",,,219-237 Boston Post Road West,,Marlborough,MA,01752,42.33884,-71.591449,Middlesex,42.459085,-71.275566,219-237 Boston Post Road West,,Marlborough,MA,01752,POINT (-71.275566 42.459085),POINT (-71.591448 42.3388399),10 Briarwood Lane,,WInchester,MA,01890,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2800,12/30/2019,9/24/2020,1/14/2021,,3/10/2022,4/1/2023,,12/19/2022
MC283582,"LC Square, LLC.",,,173 Howland Street,,Adams,MA,01220,42.654906,-73.109057,Berkshire,42.396128,-73.209889,14 Fox Hill Drive,,Natick,MA,01760,POINT (-73.209889 42.396128),POINT (-73.109057 42.6549059),14 Fox Hill Drive,,Natick,MA,01760,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Outdoor,"Tier 09: 70,001 to 80,000 sq. ft",,,37000,8/29/2021,10/8/2021,1/20/2022,,3/11/2022,3/11/2023,,12/19/2022
MR281709,"Nature's Medicines, Inc.",,,1045 Quaker Highway,,Uxbridge,MA,01569,42.015098,-71.597438,Worcester,42.329642,-71.840209,1045 Quaker Highway,,Uxbridge,MA,01569,POINT (-71.840209 42.329642),POINT (-71.597437 42.0150980),Po Box D,482 Globe Street,Fall River,MA,02724,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,27800,7/13/2018,4/9/2019,5/30/2019,11/19/2020,9/15/2022,9/18/2023,1/14/2021,12/19/2022
MC281806,"Nature's Medicines, Inc.",,,1045 Quaker Highway,,Uxbridge,MA,02724,42.015098,-71.597438,Bristol,41.778329,-71.102131,1045 Quaker Highway,,Uxbridge,MA,01569,POINT (-71.102131 41.778329),POINT (-71.597437 42.0150980),Po Box D,482 Globe Street,Fall River,MA,02724,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,RMD Priority,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,27800,11/20/2018,4/9/2019,5/30/2019,,9/15/2022,9/18/2023,,12/19/2022
MR282482,"Nature's Medicines, Inc.",,,3119 Cranberry Highway,,Wareham,MA,02538,41.754691,-70.640356,Plymouth,41.978877,-70.818958,482 Globe Street,,Fall River,MA,02724,POINT (-70.818958 41.978877),POINT (-70.640355 41.7546910),482 Globe Street,,Fall River,MA,02724,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,4600,3/11/2019,6/7/2019,7/18/2019,2/10/2022,9/15/2022,10/21/2023,3/14/2022,12/19/2022
MR281701,"Nature's Medicines, Inc.",,,482 Globe Street,,Fall River,MA,02724,41.687866,-71.172076,Bristol,41.778329,-71.102131,482 Globe Street,,Fall River,MA,02724,POINT (-71.102131 41.778329),POINT (-71.172076 41.687866),Po Box D,482 Globe Street,Fall River,MA,02724,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,1700,7/11/2018,3/13/2019,5/30/2019,11/19/2020,9/15/2022,9/18/2023,1/14/2021,12/19/2022
IL281379,LabX Group LLC,LabX,New Bedford,393 East Main Street,,Southbridge,MA,01550,42.071303,-72.013852,Worcester,42.329642,-71.840209,393 E Main Street,,Southbridge,MA,01550,POINT (-71.840209 42.329642),POINT (-72.013852 42.071303),25 Foxborough St,,New Bedford,MA,02746,Independent Testing Laboratory,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2280,10/13/2021,12/23/2021,3/10/2022,,8/1/2022,8/1/2023,,12/19/2022
MR281327,Haverhill Stem LLC,Stem,Haverhill,124 Washington Street,,Haverhill,MA,01832,42.772545,-71.085692,Essex,42.635475,-70.970827,124 Washington St.,,Haverhill,MA,01830,POINT (-70.970827 42.635475),POINT (-71.085691 42.7725450),25 Bradfields Dr.,,Haverhill,MA,01830,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,Economic Empowerment Priority,,,,,3220,4/25/2018,7/24/2019,10/10/2019,4/9/2020,10/13/2022,11/27/2023,5/26/2020,12/19/2022
MR281679,"Herbology Group, Inc.",,,195 Northampton Street,,Easthampton,MA,01027,42.284667,-72.663178,Hampshire,42.322256,-72.62073,82 Wendell Ave,Suite 100,Pittsfield,MA,01201,POINT (-72.62073 42.322256),POINT (-72.663178 42.2846669),9 Nutmeg Lane,,Sandy Hook,CT,06482,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,RMD Priority,,,,,27999,7/2/2018,9/12/2018,12/14/2018,6/17/2021,1/20/2022,1/21/2023,7/23/2021,12/19/2022
MR283288,"Holland Brands NA, LLC",Native Sun,North Attleborough,1320 South Washington Street,,North Attleborough,MA,02760,41.938335,-71.349291,Bristol,41.778329,-71.102131,55 Henshaw,,Brighton,MA,02135,POINT (-71.102131 41.778329),POINT (-71.349290 41.9383350),55 Henshaw,,Brighton,MA,02135,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,9375,2/16/2020,8/6/2020,10/8/2020,3/10/2022,12/8/2022,1/22/2024,4/1/2022,12/19/2022
MR284238,MJ's Market,,,405-409 Middlesex Road,,Tyngsborough,MA,01879,42.694837,-71.436282,Middlesex,42.459085,-71.275566,13 Centennial Drive,,North Grafton,MA,01536,POINT (-71.275566 42.459085),POINT (-71.436282 42.694837),13 Centennial Drive,,North Grafton,MA,01536,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,2000,5/11/2021,9/17/2021,11/18/2021,,,,,12/19/2022
MR281457,MJ's Market,,,13 Centennial Drive,,Grafton,MA,01536,42.249373,-71.689359,Worcester,42.329642,-71.840209,119 Drum Hill Road,STE 225,Chelmsford,MA,01824,POINT (-71.840209 42.329642),POINT (-71.689358 42.2493729),119 Drum Hill Road,STE 225,Chelmsford,MA,01824,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,15300,5/19/2018,3/27/2020,7/9/2020,9/17/2021,1/20/2022,1/22/2023,10/13/2021,12/19/2022
MP281388,Coil Brothers LLC,Coil Brothers,Harvard,"325 Ayer Road, Unit #116",,Harvard,MA,01451,42.542835,-71.57551,Worcester,42.329642,-71.840209,"325 Ayer Road, Unit #116",,Harvard,MA,01451,POINT (-71.840209 42.329642),POINT (-71.575509 42.5428349),"325 Ayer Road, Unit #116",,Harvard,MA,01451,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2940,6/7/2018,3/12/2020,9/10/2020,5/12/2022,11/10/2022,11/20/2023,11/29/2022,12/19/2022
MC281903,"15 Arch, LLC",,Greenfield,15 Arch Street,,Greenfield,MA,01301,42.592468,-72.604956,Franklin,42.587072,-72.573941,15 Arch St,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.604956 42.5924679),10 Woodlawn Ave,,Needham,MA,02492,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 01: up to 5,000 square feet",,,10000,1/4/2019,5/21/2020,9/10/2020,,1/20/2022,1/21/2023,,12/19/2022
MP281903,Cannabakeri LLC,Puffin Penguin,Worcester,41 Fremont St,Ste. 1,Worcester,MA,01603,42.24124,-71.831032,Worcester,42.329642,-71.840209,41 Fremont St,,Worcester,MA,01603,POINT (-71.840209 42.329642),POINT (-71.831031 42.2412399),4 Orchard St.,,Millbury,MA,01527,Marijuana Product Manufacturer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1920,6/17/2020,3/18/2022,5/12/2022,,8/12/2022,8/12/2023,,12/19/2022
MR284518,Uma Flowers Lunenburg LLC,Uma Flowers,Lunenburg,43 Summer st,,Lunenburg,MA,01462,42.570355,-71.770356,Worcester,42.329642,-71.840209,2 Tarbell St,,Pepperell,MA,01463,POINT (-71.840209 42.329642),POINT (-71.770356 42.5703549),2 Tarbell St,,Pepperell,MA,01463,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,3100,11/26/2021,6/10/2022,7/14/2022,,9/1/2022,9/1/2023,,12/19/2022
MR283321,Sparkboro Wellness NAMA Corp.,,,1268 Curran Highway,,North Adams,MA,01247,42.668431,-73.107418,Berkshire,42.396128,-73.209889,1268 Curran Highway,,North Adams,MA,01247,POINT (-73.209889 42.396128),POINT (-73.107417 42.6684309),180 Elm Street Suite I#340,,Pittsfield,MA,01201,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,2321,3/3/2020,6/11/2020,9/10/2020,,12/8/2022,12/8/2023,,12/19/2022
MR282687,Kalyx LLC,,,125 North Main Street,,Belchertown,MA,01007,42.287789,-72.407494,Hampshire,42.322256,-72.62073,125 North Main Street,,Belchertown,MA,01007,POINT (-72.62073 42.322256),POINT (-72.407494 42.2877889),281 State St,,Springfield,MA,01103,Marijuana Retailer,APPROVED,PAYMENT_PENDING,PROVISIONAL CONSIDERATION,General Applicant,,,,,2688,5/6/2019,12/3/2021,4/7/2022,,,,,12/19/2022
MR284276,Smokey Leaf,,,45-49 Bank Row,,Greenfield,MA,01301,42.586484,-72.6004,Franklin,42.587072,-72.573941,45-49 Bank Row,,Greenfield,MA,01301,POINT (-72.573941 42.587072),POINT (-72.600399 42.5864839),49 Bank Row,,Greenfield,MA,01301,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,5349,6/9/2021,9/3/2021,11/18/2021,,11/10/2022,11/29/2023,,12/19/2022
MP281661,Fernway LLC,,Northampton,178 Industrial Drive,,Northampton,MA,01060,42.336585,-72.63366,Hampshire,42.322256,-72.62073,178 Industrial Dr,,Northampton,MA,01060,POINT (-72.62073 42.322256),POINT (-72.633660 42.3365849),110 Morningside Drive,,Florence,MA,01062,Marijuana Product Manufacturer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,12000,5/6/2019,2/27/2020,5/8/2020,1/14/2021,4/7/2022,5/19/2023,2/12/2021,12/19/2022
MC281658,"Frozen 4, LLC",,,130 Myricks Street,,Berkley,MA,02779,41.839009,-71.013685,Bristol,41.778329,-71.102131,618 Columbia Road,,Dorchester,MA,02125,POINT (-71.102131 41.778329),POINT (-71.013684 41.8390089),8 Bayridge Lane,,Duxbury,MA,02332,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,,30000,8/6/2018,10/10/2019,1/9/2020,,11/18/2021,1/21/2023,,12/19/2022
CO281452,Mass Cannabis Growers Cooperative,N/A - no DBA registered in any city or town.,Holyoke,N/A,,N/A,MA,N/A,42.15652,-71.489592,,,,62 Main St - Bldg #3,,Hatifled,MA,01038,,POINT (-71.489592 42.15652),PO Box 704,,Hatfield,MA,01038,Craft Marijuana Cooperative,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,,,6/10/2019,6/25/2021,9/17/2021,,2/6/2022,2/6/2023,,12/19/2022
MR282460,Hyecorp LLC,Green4All,Brockton,327 North Pearl Street,,Brockton,MA,02301,42.100481,-71.066528,Plymouth,41.978877,-70.818958,327 N. Pearl Street,,Brockton,MA,02301,POINT (-70.818958 41.978877),POINT (-71.066528 42.1004810),137 Main Street,,Brockton,MA,02301,Marijuana Retailer,APPROVED,COMPLETE,FINAL LICENSE,General Applicant,,,,,2880,3/3/2019,3/12/2020,5/8/2020,3/11/2021,4/7/2022,5/15/2023,4/1/2021,12/19/2022
MR284636,SunnyDayz Inc.,,Not Applicable,Greenfield Road,Lot 150-7 and Lot 159-14,Deerfield,MA,01342,42.549057,-72.600918,Franklin,42.587072,-72.573941,0 Greenfield Road,Lot 105-7 and Lot 159-14,Deerfield,MA,01342,POINT (-72.573941 42.587072),POINT (-72.600917 42.5490569),55 Locust Street,,Lynn,MA,01904,Marijuana Retailer,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,,,,,1200000,4/11/2022,8/12/2022,10/13/2022,,11/13/2022,11/13/2023,,12/19/2022
MC283692,SunnyDayz Inc.,,Not Applicable,Greenfield Road,Lot 150-7 and Lot 159-14  total of 28 acres,Deerfield,MA,01373,42.502731,-72.608123,Franklin,42.587072,-72.573941,55 Locust Street,,Lynn,MA,01904,POINT (-72.573941 42.587072),POINT (-72.608123 42.5027309),55 Locust St.,,Lynn,MA,01904,Marijuana Cultivator,APPROVED,COMPLETE,PROVISIONAL LICENSE,General Applicant,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,,1200000,2/5/2022,8/12/2022,10/13/2022,,10/20/2022,10/20/2023,,12/19/2022
